year,month,state,genus_species,serotypeorgenogroup,status,locationofconsumption,totalill,totalhospitalizations,totaldeaths,foodvehicle,contaminated_ingredient,serialid
2000,February,Michigan,,,,Restaurant - other or unknown type,7,,,multiple foods,,2314
2000,February,Michigan,,,,Other,3,1,0,,,2315
2000,February,Michigan,,,,Restaurant - other or unknown type,2,0,0,,,2316
2000,February,Michigan,,,,Other,2,0,0,,,2317
2000,February,Michigan,,,,Restaurant - other or unknown type,4,,,,,2318
2000,February,Michigan,Norovirus,,Confirmed,Other,33,,,,,2319
2000,February,Michigan,,,,Restaurant - other or unknown type,2,0,0,"sandwich, chicken",,2320
2000,February,Michigan,,,,Restaurant - other or unknown type,18,0,0,"pizza, meat",Pork,2321
2000,February,Michigan,,,,Restaurant - other or unknown type,2,0,0,"soup, french onion",,2322
2000,February,Michigan,,,,Restaurant - other or unknown type,2,0,0,"beef, kabobs; lamb, other",,2323
2000,February,Michigan,,,,Restaurant - other or unknown type,2,,,"lettuce-based salads unspecified; salmon, unspecified",,2324
2000,January,Michigan,,,,Other,4,,,"french fries; soda, unspecified",,2325
2000,January,Michigan,,,,Restaurant - other or unknown type,4,2,0,"sandwich, monte cristo",,2326
2000,January,Michigan,,,,,2,,,"pickles, unspecified; sandwich, corned beef; soda, unspecified",,2327
2000,January,Michigan,,,,,4,0,0,"nachos, unspecified; taco, unspecified",,2328
2000,December,Maine,Norovirus,,Suspected,Restaurant - other or unknown type,15,0,0,lettuce-based salads unspecified,,2329
2000,December,Maine,,,,Restaurant - other or unknown type,17,0,0,,,2330
2000,August,Maine,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Day care center,2,1,0,,,2331
2000,June,Maine,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,0,0,"eggs, unspecified",Eggs,2332
2000,June,Maine,,,,Restaurant - other or unknown type,5,0,0,"clams, unspecified",,2333
2000,May,Maine,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,1,0,"eggs, unspecified",Eggs,2334
2000,February,Maine,,,,Restaurant - other or unknown type,3,0,0,,,2335
2000,February,Maine,,,,Restaurant - other or unknown type,9,0,0,,,2336
2000,December,Maryland,,,,Restaurant - other or unknown type,3,,,,,2337
2000,December,Maryland,,,,Private home,7,,,,,2338
2000,December,Maryland,,,,Other,89,0,0,"noodles, unspecified; unknown fruit",,2339
2000,December,Maryland,,,,Restaurant - other or unknown type,3,,,,,2340
2000,December,Maryland,,,,Restaurant - other or unknown type,4,0,0,,,2341
2000,December,Maryland,,,,Restaurant - other or unknown type,3,0,0,,,2342
2000,December,Maryland,,,,Restaurant - other or unknown type,5,,,,,2343
2000,December,Maryland,,,,Other,3,0,0,,,2344
2000,December,Maryland,,,,Restaurant - other or unknown type,16,0,0,taco or nacho salad,,2345
2000,November,Maryland,,,,Private home,5,0,0,"chicken, buffalo wings",Sauces/ Dressings,2346
2000,November,Maryland,,,,Restaurant - other or unknown type,3,0,0,mashed potato/gravy,,2347
2000,November,Maryland,,,,Restaurant - other or unknown type,3,0,0,"oysters, raw",,2348
2000,November,Maryland,,,,Private home,3,0,0,,,2349
2000,November,Maryland,,,,Restaurant - other or unknown type,3,0,0,"lasagna, unspecified",,2350
2000,October,Maryland,,,,School,10,0,0,,,2351
2000,October,Maryland,,,,Private home,4,0,0,,,2352
2000,October,Maryland,Scombroid toxin,,Suspected,Restaurant - other or unknown type,9,0,0,"tuna, unspecified",Fin fish,2353
2000,October,Maryland,,,,Restaurant - other or unknown type,5,,,,,2354
2000,October,Maryland,,,,Restaurant - other or unknown type,4,0,0,,,2355
2000,October,Maryland,,,,Restaurant - other or unknown type,3,0,0,,,2356
2000,October,Maryland,,,,Restaurant - other or unknown type,18,0,0,,,2357
2000,October,Maryland,,,,Private home,5,0,0,"pizza, meat",,2358
2000,September,Maryland,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,49,,,,,2359
2000,September,Maryland,,,,Restaurant - other or unknown type,11,0,0,couscous,,2360
2000,September,Maryland,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,4,0,0,,,2361
2000,August,Maryland,,,,Restaurant - other or unknown type,4,,,,,2362
2000,August,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2363
2000,August,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2364
2000,August,Maryland,Hepatitis A,,Suspected,Restaurant - other or unknown type,4,,,,,2365
2000,August,Maryland,,,,,2,,,,,2366
2000,August,Maryland,Salmonella enterica,,Confirmed,Private home,5,,,,,2367
2000,August,Maryland,,,,Restaurant - other or unknown type,6,0,0,,,2368
2000,August,Maryland,Salmonella enterica,,Suspected,Private home,4,,,unknown food,,2369
2000,August,Maryland,Staphylococcus aureus,,Suspected,Other,18,0,0,"ham, unspecified",,2370
2000,August,Maryland,,,,,3,,,,,2371
2000,July,Maryland,Salmonella enterica,Group C1,Suspected,Private home,5,0,0,"fish, gifilte",,2372
2000,July,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2373
2000,July,Maryland,,,,Restaurant - other or unknown type,6,,,"sushi, unspecified",,2374
2000,July,Maryland,,,,Restaurant - other or unknown type,7,0,0,,,2375
2000,July,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2376
2000,July,Maryland,Norovirus,"Genogroup I (GI), non typeable by GI probes",Confirmed,Restaurant - other or unknown type,7,0,0,"sushi, unspecified",,2377
2000,July,Maryland,,,,Restaurant - other or unknown type,4,,,,,2378
2000,July,Maryland,,,,Other,6,0,0,"sandwich, steak",,2379
2000,July,Maryland,Norovirus,,Confirmed,Restaurant - other or unknown type,82,0,0,"salad, unspecified; soda, unspecified",,2380
2000,July,Maryland,Salmonella enterica,Infantis,Confirmed,Private home,5,0,0,"fish, gifilte",,2381
2000,July,Maryland,Salmonella enterica,Group C2,Suspected,Private home,2,0,0,,,2382
2000,July,Maryland,,,,Private home,6,,,,,2383
2000,July,Maryland,,,,Private home; Restaurant - other or unknown type,6,0,0,,,2384
2000,June,Maryland,,,,Private home,7,,,"cake, unspecified; frosting/icing, unspecified",,2385
2000,June,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home; Restaurant - other or unknown type,18,2,0,crab cakes,Eggs,2386
2000,June,Maryland,,,,Restaurant - other or unknown type,3,,,,,2387
2000,June,Maryland,,,,Restaurant - other or unknown type,3,0,0,,,2388
2000,June,Maryland,,,,Restaurant - other or unknown type,3,,,,,2389
2000,June,Maryland,,,,Picnic; Restaurant - other or unknown type,5,,,,,2390
2000,June,Maryland,,,,Private home,3,0,0,,,2391
2000,May,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2392
2000,May,Maryland,,,,Restaurant - other or unknown type,59,0,0,,,2393
2000,May,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2394
2000,May,Maryland,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,23,0,0,chicken salad,,2395
2000,May,Maryland,,,,Other,10,0,0,"chicken, other",,2396
2000,May,Maryland,,,,Private home,8,1,0,,,2397
2000,May,Maryland,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,12,0,0,,,2398
2000,April,Maryland,Salmonella enterica,Heidelberg,Confirmed,Private home,7,1,0,,,2399
2000,April,Maryland,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type,3,1,0,crab cakes,,2400
2004,July,Florida,,,,Restaurant - other or unknown type,2,,,,,2401
2000,April,Maryland,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,8,0,0,,,2402
2000,April,Maryland,,,,Private home,4,0,0,"pizza, cheese",,2403
2000,April,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2404
2000,April,Maryland,,,,Private home,3,0,0,,,2405
2000,April,Maryland,,,,Private home,4,0,0,"mussels, unspecified",,2406
2000,April,Maryland,,,,Restaurant - other or unknown type,2,,,"beef/steak dish, other; taco, beef",,2407
2000,April,Maryland,,,,Restaurant - other or unknown type,3,,,crab soup,,2408
2000,April,Maryland,,,,Private home,3,0,0,"deli meat, pastrami",,2409
2000,April,Maryland,,,,Picnic,4,0,0,"chicken, buffalo wings; fried rice, unspecified",,2410
2000,March,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home; Restaurant - other or unknown type,2,2,,,,2411
2000,March,Maryland,Norovirus,,Suspected,Restaurant - other or unknown type,3,0,0,,,2412
2000,March,Maryland,Staphylococcus aureus,,Confirmed,Private home,2,0,0,"liver, chicken",,2413
2000,March,Maryland,,,,Private home,2,0,0,,,2414
2000,March,Maryland,,,,Private home,3,,,"chicken, buffalo wings; pizza, vegetable",,2415
2000,March,Maryland,,,,Restaurant - other or unknown type,16,,,,,2416
2000,March,Maryland,,,,Private home,3,0,0,"pizza, meat and vegetable",,2417
2000,March,Maryland,,,,Restaurant - other or unknown type,2,0,0,"seafood, other",,2418
2000,March,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2419
2000,March,Maryland,,,,Restaurant - other or unknown type,3,0,0,,,2420
2000,March,Maryland,,,,Private home,3,0,0,,,2421
2000,March,Maryland,,,,Private home,6,,,,,2422
2000,March,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2423
2000,March,Maryland,,,,Restaurant - other or unknown type,3,0,0,,,2424
2000,March,Maryland,,,,Hospital,3,0,0,,,2425
2000,March,Maryland,,,,Restaurant - other or unknown type,2,0,0,"sandwich, chicken",Chicken,2426
2000,February,Maryland,,,,Private home,3,0,0,"beef/steak dish, other",,2427
2000,February,Maryland,Norovirus,,Confirmed,Restaurant - other or unknown type,77,0,0,,,2428
2000,February,Maryland,,,,Restaurant - other or unknown type,12,0,0,,,2429
2000,February,Maryland,,,,"Church, temple, etc",18,1,0,,,2430
2000,February,Maryland,,,,Restaurant - other or unknown type,4,0,0,"chicken, curry",,2431
2000,February,Maryland,Salmonella enterica,Group D1,Suspected,Restaurant - other or unknown type,4,,,,,2432
2000,February,Maryland,,,,Restaurant - other or unknown type,2,0,0,"manicotti, unspecified",,2433
2000,February,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2434
2000,February,Maryland,,,,School,8,0,0,,,2435
2000,February,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2436
2000,February,Maryland,,,,Private home,3,0,0,"ground beef, unspecified",Beef,2437
2000,February,Maryland,,,,Restaurant - other or unknown type,4,0,0,"peppers, jalapeno; potato, baked",,2438
2000,January,Maryland,,,,Private home,4,,,,,2439
2000,January,Maryland,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,5,0,0,crab cakes,Eggs,2440
2000,January,Maryland,,,,Restaurant - other or unknown type,7,0,0,,,2441
2000,January,Maryland,,,,Private home; Restaurant - other or unknown type,6,0,0,"condiment, unspecified",,2442
2000,January,Maryland,,,,Restaurant - other or unknown type,5,0,0,,,2443
2000,January,Maryland,,,,Restaurant - other or unknown type,3,,,,,2444
2000,January,Maryland,,,,Restaurant - other or unknown type,2,0,0,other beverage *****,,2445
2000,January,Maryland,,,,Restaurant - other or unknown type,2,0,0,,,2446
2000,January,Maryland,,,,Restaurant - other or unknown type,4,0,0,,,2447
2000,January,Maryland,,,,Restaurant - other or unknown type,4,,,"fried rice, unspecified",,2448
2000,December,Massachusetts,,,,School,33,,,,,2449
2000,December,Massachusetts,Scombroid toxin,,Suspected,Private home,9,,,tuna steak,,2450
2000,November,Massachusetts,Salmonella enterica,Enteritidis,Confirmed,Private home,11,,,,,2451
2000,October,Massachusetts,Scombroid toxin,,Suspected,Restaurant - other or unknown type,3,,,"tuna, unspecified",,2452
2000,September,Massachusetts,,,,Restaurant - other or unknown type,6,,,,,2453
2000,September,Massachusetts,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,9,0,0,,,2454
2000,August,Massachusetts,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,5,,,"ground beef, hamburger",,2455
2000,July,Massachusetts,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,"tuna, unspecified",Fin fish,2456
2000,July,Massachusetts,,,,Other,23,,,,,2457
2000,June,Massachusetts,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,28,,,"sandwich, lobster roll",,2458
2000,June,Massachusetts,,,,Private home,16,,,pasta salad; unspecified fruit,,2459
2000,May,Massachusetts,,,,Restaurant - other or unknown type,7,,,"mussels, unspecified",,2460
2000,April,Massachusetts,,,,"Prison, jail",20,,,,,2461
2000,April,Massachusetts,,,,Private home,20,0,0,,,2462
2000,March,Massachusetts,Hepatitis A,,Confirmed,Other,8,,,strawberries,Fruit,2463
2000,March,Massachusetts,,,,Restaurant - other or unknown type,5,,,"clams, fried; clams, steamed",,2464
2000,March,Massachusetts,,,,Restaurant - other or unknown type,3,,,"french fries; ground beef, cheeseburger; lettuce, unspecified",Leafy,2465
2000,March,Massachusetts,Salmonella enterica,,Confirmed,Restaurant - other or unknown type,4,0,,,,2466
2000,February,Massachusetts,,,,Private home,7,,,,,2467
2000,February,Massachusetts,,,,Private home,12,,,"beef, unspecified; chicken, unspecified",,2468
2000,January,Massachusetts,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,7,,,"chicken, buffalo wings",,2469
2000,January,Massachusetts,,,,Restaurant - other or unknown type,8,,,,,2470
2000,January,Massachusetts,Salmonella enterica,Cubana,Suspected,Other,40,,,"canapes, unspecified",,2471
2000,August,Louisiana,Clostridium perfringens,,Suspected,School,42,,,"hot dog, unspecified",,2472
2000,May,Louisiana,Norovirus,,Confirmed,Other,43,0,0,,,2473
2000,March,Louisiana,Norovirus,,Suspected,Other,70,0,0,,,2474
2000,June,Kentucky,Salmonella enterica,Group D1,Confirmed,Private home; Restaurant - other or unknown type,14,5,0,,,2475
2000,December,Kansas,,,,Other,18,,,,,2476
2000,December,Kansas,Norovirus,,Confirmed,Private home,14,0,0,chicken pasta salad,,2477
2000,December,Kansas,,,,Restaurant - other or unknown type,6,,,,,2478
2000,November,Kansas,,,,Day care center,10,,,,,2479
2000,September,Kansas,Salmonella enterica,Group B,Confirmed,"Fair, festival, temporary mobile service",6,,,"taco, unspecified",,2480
2000,August,Kansas,,,,Picnic,21,2,0,"onion, unspecified",,2481
2000,June,Kansas,,,,Picnic,7,,,,,2482
2000,May,Kansas,,,,Other,50,,,,,2483
2000,March,Kansas,,,,Restaurant - other or unknown type,15,,,,,2484
2000,March,Kansas,,,,Restaurant - other or unknown type,4,,,,,2485
2000,March,Kansas,,,,,23,,,,,2486
2000,January,Kansas,,,,Restaurant - other or unknown type,3,,,,,2487
2000,December,Indiana,Other viral,,Suspected,Private home,17,0,0,"sandwich, unspecified",,2488
2000,December,Indiana,Norovirus,,Confirmed,Private home,15,0,0,,,2489
2000,November,Indiana,Norovirus,,Confirmed,Restaurant - other or unknown type,76,0,0,,,2490
2000,October,Indiana,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,5,0,"salad, unspecified",,2491
2000,September,Indiana,Salmonella enterica,Berta,Confirmed,Restaurant - other or unknown type,13,2,0,,,2492
2000,July,Indiana,Staphylococcus aureus,,Suspected,"Prison, jail",11,0,0,,,2493
2000,July,Indiana,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,10,0,0,"refried beans, unspecified; taco, unspecified",Legume,2494
2000,July,Indiana,Bacillus cereus; Clostridium perfringens,,Confirmed; Confirmed,Restaurant - other or unknown type,9,0,0,"refried beans, unspecified",Legume,2495
2000,July,Indiana,Norovirus,,Confirmed,"Nursing home, assisted living facility, home care",18,0,0,,,2496
2000,June,Indiana,Norovirus,,Confirmed,"Nursing home, assisted living facility, home care",28,0,0,,,2497
2000,June,Indiana,Other viral,,Suspected,Other,44,1,0,,,2498
2000,May,Indiana,Other viral,,Suspected,"Church, temple, etc",18,0,0,,,2499
2000,April,Indiana,Norovirus,GII / Snow Mountain cluster,Confirmed,School,49,0,0,,,2500
2000,March,Indiana,Salmonella enterica,,Suspected,School,29,0,0,"sausage, pork",Pork,2501
2000,March,Indiana,Norovirus,,Confirmed,School,36,0,0,,,2502
2000,January,Indiana,,,,Restaurant - other or unknown type,21,1,0,,,2503
2000,December,Illinois,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,148,,,lettuce-based salads unspecified,,2504
2000,December,Illinois,,,,"Workplace, not cafeteria",5,0,0,,,2505
2000,December,Illinois,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Private home,19,1,0,,,2506
2000,December,Illinois,Norovirus,,Suspected,"Workplace, not cafeteria",7,0,0,,,2507
2000,December,Illinois,Norovirus,,Suspected,School,9,0,0,,,2508
2000,December,Illinois,Norovirus,,Suspected,Restaurant - other or unknown type,3,0,0,,,2509
2000,December,Illinois,Norovirus,,Suspected,Restaurant - other or unknown type,27,0,0,,,2510
2000,December,Illinois,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Other,2,0,0,,,2511
2000,November,Illinois,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,,,2512
2000,November,Illinois,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,,,2513
2000,November,Illinois,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Suspected,Restaurant - other or unknown type,8,0,0,,,2514
2000,November,Illinois,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Other,77,4,0,,,2515
2000,November,Illinois,,,,"Nursing home, assisted living facility, home care",40,5,0,,,2516
2000,November,Illinois,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Other,2,0,0,,,2517
2000,November,Illinois,Norovirus,,Suspected,Restaurant - other or unknown type,8,0,0,,,2518
2000,November,Illinois,,,,Private home,2,0,0,,,2519
2000,November,Illinois,Norovirus,,Suspected,Private home,11,0,0,,,2520
